id,SchoolYear,BuildingCode,BuildingName,DistrictCode,DistrictName,ISDCode,ISDName,EntityType,Status,SCHOOL_EMPHASIS,SETTING,ADDRESS_LINE_1,CITY,STATE,ZIP_CODE,SCHOOL_TYPE,SCHOOL_LEVEL,LOCALE_NAME,COUNTY_NAME,CurrentAccreditationStatus,ContactEmail,Latitude,Longitude,Location
4624,13 - 14 School Year,6592,Silver Springs Elementary School,82390,Northville,82,Wayne RESA,LEA School,Open-Active,General Education,GenEd,19801 SILVER SPRING DR,NORTHVILLE,MI,48167,General Education,Elementary,Suburb: Large,Wayne,NCA Accredited,HUNTME@NORTHVILLESCHOOLS.ORG,42.43099257,-83.48480654,"19801 SILVER SPRING DR
NORTHVILLE, MI 48167
(42.431166428000495, -83.46709596199963)"
4623,13 - 14 School Year,6591,Meads Mill Middle School,82390,Northville,82,Wayne RESA,LEA School,Open-Active,General Education,Multiple Settings,16700 FRANKLIN RD,NORTHVILLE,MI,48168,General Education,Middle School,Suburb: Large,Wayne,NCA Accredited,MEYERSU@NORTHVILLESCHOOLS.ORG,42.43099257,-83.48480654,"16700 FRANKLIN RD
NORTHVILLE, MI 48168
(42.40799201300047, -83.46579861299966)"
4621,13 - 14 School Year,2772,Northville High School,82390,Northville,82,Wayne RESA,LEA School,Open-Active,General Education,Multiple Settings,45700 6 MILE RD,NORTHVILLE,MI,48168,General Education,High School,Suburb: Large,Wayne,NCA Accredited,WATSONRO@NORTHVILLE.K12.MI.US,42.43099257,-83.48480654,"45700 6 MILE RD
NORTHVILLE, MI 48168
(42.4098872400005, -83.49423219899967)"
4625,13 - 14 School Year,6593,Winchester Elementary School,82390,Northville,82,Wayne RESA,LEA School,Open-Active,General Education,Multiple Settings,16141 WINCHESTER DR,NORTHVILLE,MI,48168,General Education,Elementary,Suburb: Large,Wayne,NCA Accredited,MESSINPA@NORTHVILLESCHOOLS.ORG,42.43099257,-83.48480654,"16141 WINCHESTER DR
NORTHVILLE, MI 48168
(42.40371686600048, -83.45224478799963)"
4629,13 - 14 School Year,9171,Ridge Wood Elementary School,82390,Northville,82,Wayne RESA,LEA School,Open-Active,General Education,Multiple Settings,49775 6 MILE RD,NORTHVILLE,MI,48168,General Education,Elementary,Rural: Fringe,Wayne,NCA Accredited,PARSONAL@NORTHVILLESCHOOLS.ORG,42.43099257,-83.48480654,"49775 6 MILE RD
NORTHVILLE, MI 48168
(42.40736945800046, -83.53420822899966)"
4999,13 - 14 School Year,123,Hawthorn Center,84040,Michigan Department of Community Health,84,State of Michigan,State Unique Education Provider,Open-Active,Special Education,SpecEd,18471 HAGGERTY RD,NORTHVILLE,MI,48168,Special Education,Other,Not Specified,Wayne,Not Accredited,THOMPSONM@MICHIGAN.GOV,42.43099257,-83.48480654,"18471 HAGGERTY RD
NORTHVILLE, MI 48168
(42.42024728100046, -83.43287531899966)"
4730,13 - 14 School Year,1347,Plymouth Scholars Charter Academy,82743,Plymouth Scholars Charter Academy,82,Wayne RESA,PSA School,Open-Active,General Education,Multiple Settings,48484 N. Territorial Road,Plymouth,MI,48170,General Education,Elem_Middle School,Not Specified,Wayne,Not Accredited,94.JJEFFREY@HERITAGEACADEMIES.COM,42.37245026,-83.46747787,"48484 N. Territorial Road
Plymouth, MI 48170
(42.37669691500048, -83.52045352399966)"
4444,13 - 14 School Year,4905,Isbister Elementary School,82100,Plymouth-Canton,82,Wayne RESA,LEA School,Open-Active,General Education,Multiple Settings,9300 NORTH CANTON CENTER RD,PLYMOUTH,MI,48170,General Education,Elementary,Suburb: Large,Wayne,Not Accredited,LEE.HARRISON@PCCSMAIL.NET,42.37245026,-83.46747787,"9300 NORTH CANTON CENTER RD
PLYMOUTH, MI 48170
(42.356063907000475, -83.48892097799967)"
4432,13 - 14 School Year,0,Plymouth-Canton Community Schools,82100,Plymouth-Canton,82,Wayne RESA,LEA District,Open-Active,,,454 SOUTH HARVEY ST,PLYMOUTH,MI,48170,,Elem thru High School,Suburb: Large,Wayne,N/A,MICHAEL.MEISSEN@PCCSMAIL.NET,42.37245026,-83.46747787,"454 SOUTH HARVEY ST
PLYMOUTH, MI 48170
(42.369453671000485, -83.47197702799969)"
4438,13 - 14 School Year,3078,West Middle School,82100,Plymouth-Canton,82,Wayne RESA,LEA School,Open-Active,General Education,Multiple Settings,44401 WEST ANN ARBOR TRL,PLYMOUTH,MI,48170,General Education,Middle School,Suburb: Large,Wayne,Not Accredited,CLINT.SMILEY@PCCSMAIL.NET,42.37245026,-83.46747787,"44401 WEST ANN ARBOR TRL
PLYMOUTH, MI 48170
(42.37157271700045, -83.48054539599968)"
4435,13 - 14 School Year,1207,Farrand Elementary School,82100,Plymouth-Canton,82,Wayne RESA,LEA School,Open-Active,General Education,Multiple Settings,41400 GREENBRIAR LN,PLYMOUTH,MI,48170,General Education,Elementary,Suburb: Large,Wayne,Not Accredited,KAY.ELASTER@PCCSMAIL.NET,42.37245026,-83.46747787,"41400 GREENBRIAR LN
PLYMOUTH, MI 48170
(42.39023737800045, -83.45092944899966)"
4445,13 - 14 School Year,5503,Tanger Center,82100,Plymouth-Canton,82,Wayne RESA,LEA Unique Education Provider,Open-Active,Special Education,Multiple Settings,40260 FIVE MILE RD,PLYMOUTH,MI,48170,Special Education,Other,Suburb: Large,Wayne,Not Accredited,JOSLYN.CLARK@PCCSMAIL.NET,42.37245026,-83.46747787,"40260 FIVE MILE RD
PLYMOUTH, MI 48170
(42.39575464800049, -83.44125487099967)"
4460,13 - 14 School Year,9109,PCCS Preschool,82100,Plymouth-Canton,82,Wayne RESA,LEA Unique Education Provider,Open-Active,Reportable Program,Multiple Settings,454 S HARVEY ST,PLYMOUTH,MI,48170,Reportable Program,Other,Suburb: Large,Wayne,Not Accredited,JILL.CANTIN@PCCSMAIL.NET,42.37245026,-83.46747787,"454 S HARVEY ST
PLYMOUTH, MI 48170
(42.369453671000485, -83.47197702799969)"
4433,13 - 14 School Year,64,Allen Elementary School,82100,Plymouth-Canton,82,Wayne RESA,LEA School,Open-Active,General Education,Multiple Settings,11100 NORTH HAGGERTY RD,PLYMOUTH,MI,48170,General Education,Elementary,Suburb: Large,Wayne,Not Accredited,MAUREEN.MOLLOY@PCCSMAIL.NET,42.37245026,-83.46747787,"11100 NORTH HAGGERTY RD
PLYMOUTH, MI 48170
(42.362632163000455, -83.44509314099969)"
4434,13 - 14 School Year,330,Bird Elementary School,82100,Plymouth-Canton,82,Wayne RESA,LEA School,Open-Active,General Education,Multiple Settings,220 NORTH SHELDON RD,PLYMOUTH,MI,48170,General Education,Elementary,Suburb: Large,Wayne,Not Accredited,CATHERINE.WILLIAMS@PCCSMAIL.NET,42.37245026,-83.46747787,"220 NORTH SHELDON RD
PLYMOUTH, MI 48170
(42.37380569600049, -83.48032156399967)"
4443,13 - 14 School Year,4849,Pioneer Middle School,82100,Plymouth-Canton,82,Wayne RESA,LEA School,Open-Active,General Education,Multiple Settings,46081 ANN ARBOR RD W,PLYMOUTH,MI,48170,General Education,Middle School,Suburb: Large,Wayne,Not Accredited,KEVIN.RHEIN@PCCSMAIL.NET,42.37245026,-83.46747787,"46081 ANN ARBOR RD W
PLYMOUTH, MI 48170
(42.35807526500048, -83.49446302499967)"
4729,13 - 14 School Year,0,Plymouth Scholars Charter Academy,82743,Plymouth Scholars Charter Academy,82,Wayne RESA,PSA District,Open-Active,,,48484 N. Territorial Road,Plymouth,MI,48170,,Elem_Middle School,Not Specified,Wayne,N/A,94.JJEFFREY@HERITAGEACADEMIES.COM,42.37245026,-83.46747787,"48484 N. Territorial Road
Plymouth, MI 48170
(42.37669691500048, -83.52045352399966)"
4442,13 - 14 School Year,4055,Starkweather Academy @ Fiegel,82100,Plymouth-Canton,82,Wayne RESA,LEA School,Open-Active,Alternative Education,Multiple Settings,39750 JOY RD,PLYMOUTH,MI,48170,Alternative Education,High School,Suburb: Large,Wayne,Not Accredited,KEVIN.LANE@PCCS.MAIL,42.37245026,-83.46747787,"39750 JOY RD
PLYMOUTH, MI 48170
(42.35239644300049, -83.43317163399968)"
4441,13 - 14 School Year,3492,Smith Elementary School,82100,Plymouth-Canton,82,Wayne RESA,LEA School,Open-Active,General Education,Multiple Settings,1298 MCKINLEY ST,PLYMOUTH,MI,48170,General Education,Elementary,Suburb: Large,Wayne,Not Accredited,DANA.JONES@PCCSMAIL.NET,42.37245026,-83.46747787,"1298 MCKINLEY ST
PLYMOUTH, MI 48170
(42.36068062200047, -83.47462006999967)"
4440,13 - 14 School Year,3082,Central Middle School,82100,Plymouth-Canton,82,Wayne RESA,LEA School,Open-Active,General Education,Multiple Settings,650 CHURCH ST,PLYMOUTH,MI,48170,General Education,Middle School,Suburb: Large,Wayne,Not Accredited,ANTHONY.RUELA@PCCSMAIL.NET,42.37245026,-83.46747787,"650 CHURCH ST
PLYMOUTH, MI 48170
(42.373287313000446, -83.46751078399967)"
4439,13 - 14 School Year,3079,East Middle School,82100,Plymouth-Canton,82,Wayne RESA,LEA School,Open-Active,General Education,Multiple Settings,1042 SOUTH MILL ST,PLYMOUTH,MI,48170,General Education,Middle School,Suburb: Large,Wayne,Not Accredited,SCOTT.BUREK@PCCSMAIL.NET,42.37245026,-83.46747787,"1042 SOUTH MILL ST
PLYMOUTH, MI 48170
(42.36221734100047, -83.45989765799965)"
4459,13 - 14 School Year,9000,PCCS Warehouse,82100,Plymouth-Canton,82,Wayne RESA,LEA Non-Instructional Ancillary Facility,Open-Active,,,180 Adams Street,Plymouth,MI,48170,,,,Wayne,Not Accredited,debbie.dyer@pccsmail.net,42.37245026,-83.46747787,"180 Adams Street
Plymouth, MI 481701210
(42.374176553000495, -83.46839262499964)"
4458,13 - 14 School Year,8999,PCCS Maintenance Departments,82100,Plymouth-Canton,82,Wayne RESA,LEA Non-Instructional Ancillary Facility,Open-Active,,,987 S. Mill Street,Plymouth,MI,48170,,,,Wayne,Not Accredited,kenneth.jacobs@pccsmail.net,42.37245026,-83.46747787,"987 S. Mill Street
Plymouth, MI 481704320
(42.36386188600045, -83.45988871799966)"
4457,13 - 14 School Year,8998,PCCS Transportation,82100,Plymouth-Canton,82,Wayne RESA,LEA Non-Instructional Ancillary Facility,Open-Active,,,1024 S. Mill Street,Plymouth,MI,48170,,,,Wayne,Not Accredited,dean.mileto@pccsmail.net,42.37245026,-83.46747787,"1024 S. Mill Street
Plymouth, MI 481704321
(42.3632016090005, -83.45993354699965)"
4580,13 - 14 School Year,637,Chapman Elementary School,82290,Gibraltar,82,Wayne RESA,LEA School,Open-Active,General Education,Multiple Settings,31500 OLMSTEAD RD,ROCKWOOD,MI,48173,General Education,Elementary,Suburb: Large,Wayne,Not Accredited,ANDRADS@GIBDIST.NET,42.07265089,-83.24603713,"31500 OLMSTEAD RD
ROCKWOOD, MI 48173
(42.07782958000047, -83.25570755899969)"
4585,13 - 14 School Year,7745,Downriver High School,82290,Gibraltar,82,Wayne RESA,LEA School,Open-Active,Alternative Education,AltEd,33211 MCCANN RD,ROCKWOOD,MI,48173,Alternative Education,Middle_High School,Rural: Fringe,Wayne,Not Accredited,EVERSJ@GIBDIST.NET,42.07265089,-83.24603713,"33211 MCCANN RD
ROCKWOOD, MI 48173
(42.06612520700048, -83.20678669099965)"
4581,13 - 14 School Year,715,Parsons Elementary School,82290,Gibraltar,82,Wayne RESA,LEA School,Open-Active,Special Education,Multiple Settings,14473 MIDDLE GIBRALTAR RD,ROCKWOOD,MI,48173,Special Education,Elementary,Suburb: Large,Wayne,Not Accredited,WAGNERS@GIBDIST.NET,42.07265089,-83.24603713,"14473 MIDDLE GIBRALTAR RD
ROCKWOOD, MI 48173
(42.0943679130005, -83.19814668699968)"
4583,13 - 14 School Year,6681,Shumate Middle School,82290,Gibraltar,82,Wayne RESA,LEA School,Open-Active,Special Education,Multiple Settings,30448 WEST JEFFERSON AVE,ROCKWOOD,MI,48173,Special Education,Middle School,Suburb: Large,Wayne,Not Accredited,COONB@GIBDIST.NET,42.07265089,-83.24603713,"30448 WEST JEFFERSON AVE
ROCKWOOD, MI 48173
(42.085713187000465, -83.20848989299964)"
4579,13 - 14 School Year,525,Oscar A. Carlson High School,82290,Gibraltar,82,Wayne RESA,LEA School,Open-Active,General Education,Multiple Settings,30550 WEST JEFFERSON AVE,ROCKWOOD,MI,48173,General Education,High School,Suburb: Large,Wayne,NCA Accredited,STEVENW@GIBDIST.NET,42.07265089,-83.24603713,"30550 WEST JEFFERSON AVE
ROCKWOOD, MI 48173
(42.08522801400045, -83.20877415699965)"
4486,13 - 14 School Year,9295,Romulus Adult Education Alternative,82130,Romulus,82,Wayne RESA,LEA School,Open-Active,General Education,AltEd,9650 WAYNE RD,ROMULUS,MI,48174,General Education,High School,Suburb: Large,Wayne,Not Accredited,REGRANTHAM@ROMULUS.K12.MI.US,42.22223124,-83.38534981,"9650 WAYNE RD
ROMULUS, MI 48174
(42.23208785100047, -83.38580708999967)"
4860,13 - 14 School Year,8799,Metro Charter Academy,82967,Romulus Metro,82,Wayne RESA,PSA School,Open-Active,General Education,Multiple Settings,34800 ECORSE RD,ROMULUS,MI,48174,General Education,Elem_Middle School,Suburb: Large,Wayne,Not Accredited,36.SWILDFONG@HERITAGEACADEMIES.COM,42.22223124,-83.38534981,"34800 ECORSE RD
ROMULUS, MI 48174
(42.252176733000454, -83.37995119399966)"
4480,13 - 14 School Year,6678,Romulus Middle School,82130,Romulus,82,Wayne RESA,LEA School,Open-Active,General Education,Multiple Settings,37300 WICK RD,ROMULUS,MI,48174,General Education,Middle School,Suburb: Large,Wayne,NCA Accredited,JPSALHANEY@ROMULUS.K12.MI.US,42.22223124,-83.38534981,"37300 WICK RD
ROMULUS, MI 48174
(42.23761649900047, -83.40444985799968)"
4484,13 - 14 School Year,8898,Romulus Elementary School,82130,Romulus,82,Wayne RESA,LEA School,Open-Active,General Education,Multiple Settings,32200 BEVERLY RD,ROMULUS,MI,48174,General Education,Elementary,Suburb: Large,Wayne,NCA Accredited,GRNATARO@ROMULUS.K12.MI.US,42.22223124,-83.38534981,"32200 BEVERLY RD
ROMULUS, MI 48174
(42.25990739100047, -83.35568068199967)"
4820,13 - 14 School Year,0,Summit Academy North,82938,Summit Academy North,82,Wayne RESA,PSA District,Open-Active,,,28697 SIBLEY RD,ROMULUS,MI,48174,,Elem thru High School,Suburb: Large,Wayne,N/A,LHEDKE@SUMMIT-ACADEMY.COM,42.22223124,-83.38534981,"28697 SIBLEY RD
ROMULUS, MI 48174
(42.16656219400045, -83.31984010799965)"
4859,13 - 14 School Year,0,Metro Charter Academy,82967,Romulus Metro,82,Wayne RESA,PSA District,Open-Active,,,34800 ECORSE RD,ROMULUS,MI,48174,,Elem_Middle School,Suburb: Large,Wayne,N/A,36.SWILDFONG@HERITAGEACADEMIES.COM,42.22223124,-83.38534981,"34800 ECORSE RD
ROMULUS, MI 48174
(42.252176733000454, -83.37995119399966)"
4477,13 - 14 School Year,2158,Romulus Early College,82130,Romulus,82,Wayne RESA,LEA School,Closed,General Education,Multiple Settings,9650 WAYNE RD,ROMULUS,MI,48174,General Education,High School,Not Specified,Wayne,Not Accredited,RLPEK@ROMULUS.K12.MI.US,42.22223124,-83.38534981,"9650 WAYNE RD
ROMULUS, MI 48174
(42.23208785100047, -83.38580708999967)"
4485,13 - 14 School Year,9025,Community Middle/Community High School,82130,Romulus,82,Wayne RESA,LEA School,Open-Active,Alternative Education,AltEd,9650 WAYNE RD,ROMULUS,MI,48174,Alternative Education,Middle_High School,Suburb: Large,Wayne,NCA Accredited,REGRANTHAM@ROMULUS.K12.MI.US,42.22223124,-83.38534981,"9650 WAYNE RD
ROMULUS, MI 48174
(42.23208785100047, -83.38580708999967)"
4482,13 - 14 School Year,6680,Hale Creek Elementary School,82130,Romulus,82,Wayne RESA,LEA School,Open-Active,General Education,Multiple Settings,16200 HARRISON,ROMULUS,MI,48174,General Education,Elementary,Suburb: Large,Wayne,NCA Accredited,DAWEST@ROMULUS.K12.MI.US,42.22223124,-83.38534981,"16200 HARRISON
ROMULUS, MI 48174
(42.185852544000454, -83.31675314599966)"
4479,13 - 14 School Year,6590,Wick Elementary School,82130,Romulus,82,Wayne RESA,LEA School,Open-Active,General Education,Multiple Settings,36900 WICK RD,ROMULUS,MI,48174,General Education,Elementary,Suburb: Large,Wayne,NCA Accredited,JOHNSONS@ROMULUS.K12.MI.US,42.22223124,-83.38534981,"36900 WICK RD
ROMULUS, MI 48174
(42.23757732200045, -83.40158067599964)"
4611,13 - 14 School Year,5298,Brownstown Middle School,82365,Woodhaven-Brownstown,82,Wayne RESA,LEA School,Open-Active,General Education,Multiple Settings,20135 INKSTER RD,ROMULUS,MI,48174,General Education,Middle School,Suburb: Large,Wayne,NCA Accredited,CLARKA@WBSDWEB.COM,42.22223124,-83.38534981,"20135 INKSTER RD
ROMULUS, MI 48174
(42.15747990800048, -83.30544349899964)"
4475,13 - 14 School Year,0,Romulus Community Schools,82130,Romulus,82,Wayne RESA,LEA District,Open-Active,,,36540 GRANT ST,ROMULUS,MI,48174,,Elem thru High School,Suburb: Large,Wayne,N/A,AMBOSSIDIS@ROMULUS.K12.MI.US,42.22223124,-83.38534981,"36540 GRANT ST
ROMULUS, MI 48174
(42.21588676900046, -83.39741056699967)"
4478,13 - 14 School Year,3260,Romulus Senior High School,82130,Romulus,82,Wayne RESA,LEA School,Open-Active,General Education,Multiple Settings,9650 WAYNE RD,ROMULUS,MI,48174,General Education,High School,Suburb: Large,Wayne,NCA Accredited,PAADKINS@ROMULUS.K12.MI.US,42.22223124,-83.38534981,"9650 WAYNE RD
ROMULUS, MI 48174
(42.23208785100047, -83.38580708999967)"
4483,13 - 14 School Year,7915,Romulus Adult Education,82130,Romulus,82,Wayne RESA,LEA Unique Education Provider,Open-Active,General Education,Multiple Settings,9650 WAYNE RD,ROMULUS,MI,48174,General Education,High School,Not Specified,Wayne,Not Accredited,REGRANTHAM@ROMULUS.K12.MI.US,42.22223124,-83.38534981,"9650 WAYNE RD
ROMULUS, MI 48174
(42.23208785100047, -83.38580708999967)"
4481,13 - 14 School Year,6679,Barth Elementary School,82130,Romulus,82,Wayne RESA,LEA School,Open-Active,General Education,Multiple Settings,38207 BARTH ST,ROMULUS,MI,48174,General Education,Elementary,Suburb: Large,Wayne,NCA Accredited,DNTHOMPSON@ROMULUS.K12.MI.US,42.22223124,-83.38534981,"38207 BARTH ST
ROMULUS, MI 48174
(42.19033146300046, -83.40988056099968)"
4476,13 - 14 School Year,503,Cory GSRP,82130,Romulus,82,Wayne RESA,LEA Unique Education Provider,Open-Active,Reportable Program,Pre-K,35200 Smith,Romulus,MI,48174,Reportable Program,Other,Not Specified,Wayne,Not Accredited,SHPAPAZOGLOU@ROMULUS.K12.MI.US,42.22223124,-83.38534981,"35200 Smith
Romulus, MI 48174
(42.24301724500049, -83.38506156299968)"
4510,13 - 14 School Year,6428,Truman High School,82150,Taylor,82,Wayne RESA,LEA School,Open-Active,General Education,Multiple Settings,11211 BEECH DALY RD,TAYLOR,MI,48180,General Education,High School,City: Small,Wayne,NCA Accredited,SKOPCZ@TAYLOR.K12.MI.US,42.22659021,-83.2628388,"11211 BEECH DALY RD
TAYLOR, MI 48180
(42.224076408000485, -83.28817918299967)"
4499,13 - 14 School Year,1159,Eureka Heights Elementary School,82150,Taylor,82,Wayne RESA,LEA School,Open-Active,General Education,Multiple Settings,25125 EUREKA RD,TAYLOR,MI,48180,General Education,Elementary,City: Small,Wayne,Not Accredited,HALLS@TAYLOR.K12.MI.US,42.22659021,-83.2628388,"25125 EUREKA RD
TAYLOR, MI 48180
(42.197224966000476, -83.27915852399968)"
4912,13 - 14 School Year,9709,Taylor Exemplar Academy,82995,Taylor Exemplar Academy,82,Wayne RESA,PSA School,Open-Active,General Education,Multiple Settings,26727 GODDARD RD,TAYLOR,MI,48180,General Education,Elem_Middle School,City: Small,Wayne,Not Accredited,72.WREESE@HERITAGEACADEMIES.COM,42.22659021,-83.2628388,"26727 GODDARD RD
TAYLOR, MI 48180
(42.225291694000475, -83.29958875499966)"
4911,13 - 14 School Year,0,Taylor Exemplar Academy,82995,Taylor Exemplar Academy,82,Wayne RESA,PSA District,Open-Active,,,26727 GODDARD RD,TAYLOR,MI,48180,,Elem_Middle School,City: Small,Wayne,N/A,72.JZIRILLE@HERITAGEACADEMIES.COM,42.22659021,-83.2628388,"26727 GODDARD RD
TAYLOR, MI 48180
(42.225291694000475, -83.29958875499966)"
4874,13 - 14 School Year,9094,Trillium Academy,82973,Trillium Academy,82,Wayne RESA,PSA School,Open-Active,General Education,Multiple Settings,15740 RACHO BLVD,TAYLOR,MI,48180,General Education,Elem thru High School,City: Small,Wayne,NCA Accredited,ANGELA@TRGSCHOOLS.COM,42.22659021,-83.2628388,"15740 RACHO BLVD
TAYLOR, MI 48180
(42.19113242700047, -83.24790544599966)"
4496,13 - 14 School Year,345,Blair Moody Elementary School,82150,Taylor,82,Wayne RESA,LEA School,Open-Active,General Education,Multiple Settings,8280 HIPP ST,TAYLOR,MI,48180,General Education,Elementary,City: Small,Wayne,Not Accredited,TETREAL@TAYLOR.K12.MI.US,42.22659021,-83.2628388,"8280 HIPP ST
TAYLOR, MI 48180
(42.248187533000475, -83.23800735799966)"
4686,13 - 14 School Year,97,Quest Charter Academy,82718,Quest Charter Academy,82,Wayne RESA,PSA School,Open-Active,General Education,Multiple Settings,24745 VAN BORN RD,TAYLOR,MI,48180,General Education,Elem_Middle School,City: Small,Wayne,Not Accredited,83.RGARZA@HERITAGEACADEMIES.COM,42.22659021,-83.2628388,"24745 VAN BORN RD
TAYLOR, MI 48180
(42.26889173300049, -83.27880043899967)"
4760,13 - 14 School Year,0,Taylor Preparatory High School,82756,Taylor Preparatory High School,82,Wayne RESA,PSA District,Open-Active,,,9540 TELEGRAPH RD,TAYLOR,MI,48180,,High School,Not Specified,Wayne,N/A,AMILES@TAYLORPREPHS.COM,42.22659021,-83.2628388,"9540 TELEGRAPH RD
TAYLOR, MI 48180
(42.23798223600045, -83.26988712799965)"
4501,13 - 14 School Year,1381,Taylor Virtual Learning Academy,82150,Taylor,82,Wayne RESA,LEA School,Open-Active,Alternative Education,Multiple Settings,9551 WESTLAKE ST,TAYLOR,MI,48180,Alternative Education,Middle_High School,Not Specified,Wayne,Not Accredited,SCOTTP@TAYLOR.K12.MI.US,42.22659021,-83.2628388,"9551 WESTLAKE ST
TAYLOR, MI 48180
(42.23787865300045, -83.27911507199968)"
4502,13 - 14 School Year,1695,Holland Elementary School,82150,Taylor,82,Wayne RESA,LEA School,Open-Active,General Education,Multiple Settings,10201 HOLLAND RD,TAYLOR,MI,48180,General Education,Elementary,City: Small,Wayne,Not Accredited,MASSUCS@TAYLOR.K12.MI.US,42.22659021,-83.2628388,"10201 HOLLAND RD
TAYLOR, MI 48180
(42.23135960900049, -83.29807350399966)"
4505,13 - 14 School Year,3233,Robert J. West Middle School,82150,Taylor,82,Wayne RESA,LEA School,Open-Active,General Education,Multiple Settings,10575 WILLIAM ST,TAYLOR,MI,48180,General Education,Middle School,City: Small,Wayne,NCA Accredited,KAECHEP@TAYLOR.K12.MI.US,42.22659021,-83.2628388,"10575 WILLIAM ST
TAYLOR, MI 48180
(42.23025829500045, -83.24563974199964)"
4507,13 - 14 School Year,4141,Taylor Parks Elementary School,82150,Taylor,82,Wayne RESA,LEA School,Open-Active,General Education,Multiple Settings,20614 PINECREST ST,TAYLOR,MI,48180,General Education,Elementary,City: Small,Wayne,Not Accredited,DOWNIED@TAYLOR.K12.MI.US,42.22659021,-83.2628388,"20614 PINECREST ST
TAYLOR, MI 48180
(42.259223130000464, -83.23890912799965)"
4504,13 - 14 School Year,2049,Kinyon Elementary School,82150,Taylor,82,Wayne RESA,LEA School,Open-Active,General Education,Multiple Settings,10455 MONROE BLVD,TAYLOR,MI,48180,General Education,Elementary,City: Small,Wayne,Not Accredited,DUNCKES@TAYLOR.K12.MI.US,42.22659021,-83.2628388,"10455 MONROE BLVD
TAYLOR, MI 48180
(42.231620362000456, -83.24933042299966)"
4761,13 - 14 School Year,1380,Taylor Preparatory High School,82756,Taylor Preparatory High School,82,Wayne RESA,PSA School,Open-Active,General Education,Multiple Settings,9540 TELEGRAPH RD,TAYLOR,MI,48180,General Education,High School,Not Specified,Wayne,Not Accredited,AMILES@TAYLORPREPHS.COM,42.22659021,-83.2628388,"9540 TELEGRAPH RD
TAYLOR, MI 48180
(42.23798223600045, -83.26988712799965)"
4498,13 - 14 School Year,698,Clarence Randall Elem. School,82150,Taylor,82,Wayne RESA,LEA School,Open-Active,General Education,Multiple Settings,8699 ROBERT ST,TAYLOR,MI,48180,General Education,Elementary,City: Small,Wayne,NCA Accredited,MESZARC@TAYLOR.K12.MI.US,42.22659021,-83.2628388,"8699 ROBERT ST
TAYLOR, MI 48180
(42.24430088700046, -83.25974400199965)"
4495,13 - 14 School Year,0,Taylor School District,82150,Taylor,82,Wayne RESA,LEA District,Open-Active,,,23033 NORTHLINE RD,TAYLOR,MI,48180,,Elem thru High School,City: Small,Wayne,N/A,ALLEND@TAYLOR.K12.MI.US,42.22659021,-83.2628388,"23033 NORTHLINE RD
TAYLOR, MI 48180
(42.212194802000454, -83.25899379399965)"
4509,13 - 14 School Year,6403,Myers Elementary School,82150,Taylor,82,Wayne RESA,LEA School,Open-Active,General Education,Multiple Settings,16201 LAUREN ST,TAYLOR,MI,48180,General Education,Elementary,City: Small,Wayne,NCA Accredited,ZOCKHED@TAYLOR.K12.MI.US,42.22659021,-83.2628388,"16201 LAUREN ST
TAYLOR, MI 48180
(42.187044003000494, -83.29780617599965)"
4508,13 - 14 School Year,6275,Bernice McDowell Elem. School,82150,Taylor,82,Wayne RESA,LEA School,Open-Active,General Education,Multiple Settings,22929 BREST,TAYLOR,MI,48180,General Education,Elementary,City: Small,Wayne,Not Accredited,BORGL@TAYLOR.K12.MI.US,42.22659021,-83.2628388,"22929 BREST
TAYLOR, MI 48180
(42.21961269200045, -83.25678747699965)"
4685,13 - 14 School Year,0,Quest Charter Academy,82718,Quest Charter Academy,82,Wayne RESA,PSA District,Open-Active,,,24745 VAN BORN RD,TAYLOR,MI,48180,,Elem_Middle School,Not Specified,Wayne,N/A,83.RGARZA@HERITAGEACADEMIES.COM,42.22659021,-83.2628388,"24745 VAN BORN RD
TAYLOR, MI 48180
(42.26889173300049, -83.27880043899967)"
4500,13 - 14 School Year,1249,Titan Alternative High School,82150,Taylor,82,Wayne RESA,LEA School,Open-Active,Alternative Education,Multiple Settings,9551 WESTLAKE ST,TAYLOR,MI,48180,Alternative Education,Middle_High School,City: Small,Wayne,Not Accredited,BUCHYNE@TAYLOR.K12.MI.US,42.22659021,-83.2628388,"9551 WESTLAKE ST
TAYLOR, MI 48180
(42.23787865300045, -83.27911507199968)"
4511,13 - 14 School Year,6907,Taylor Career and Technical Center,82150,Taylor,82,Wayne RESA,LEA Unique Education Provider,Open-Active,Vocational/CTE,Multiple Settings,9601 WESTLAKE ST,TAYLOR,MI,48180,Vocational/CTE,High School,City: Small,Wayne,Not Accredited,BUCHYNE@TAYLOR.K12.MI.US,42.22659021,-83.2628388,"9601 WESTLAKE ST
TAYLOR, MI 48180
(42.23761977400045, -83.27910176199964)"
4503,13 - 14 School Year,1944,John F. Kennedy High School,82150,Taylor,82,Wayne RESA,LEA School,Open-Active,General Education,Multiple Settings,13505 J F KENNEDY DR,TAYLOR,MI,48180,General Education,High School,City: Small,Wayne,NCA Accredited,SAYLORT@TAYLOR.K12.MI.US,42.22659021,-83.2628388,"13505 J F KENNEDY DR
TAYLOR, MI 48180
(42.231017830000496, -83.26595729699966)"
